date_id,employee_id,team_id,manager_id,process_id,country_id,shift_id,leave_id,login_hours,productive_hours,idle_hours,overtime_hours,cases_completed,cases_reopened,average_handle_time,quality_score,csat_score,adherence_percent,attendance_status,escalation_count
20250225,E0106,T003,M005,P001,C005,S001,,8.71,7.29,1.42,0,80,0,9.97,91.91,3.77,92.74,Present,1
20250906,E0025,T001,M002,P004,C002,S001,,7.91,6.79,1.12,0,54,1,5.98,90.64,4.14,91.17,Present,1
20250211,E0166,T005,M002,P001,C003,S001,,8.36,7.38,0.98,0,110,2,9.09,91.44,4.51,86.32,Present,3
20250508,E0213,T001,M003,P004,C005,S004,,10.33,8.27,2.06,1.33,76,2,6.21,93.6,3.89,92.46,Present,2
20250128,E0054,T005,M004,P004,C002,S004,,7.55,5.82,1.73,0,101,1,8.77,93.65,3.87,88.88,Present,1
20250207,E0134,T003,M001,P004,C005,S002,,9.79,7.86,1.93,0.79,50,0,4.54,89.95,4.53,90.51,Present,2
20251214,E0498,T004,M003,P002,C002,S002,,9.36,7.92,1.44,0.36,105,1,5.96,94.75,4.38,99,Present,1
20250802,E0057,T005,M002,P002,C004,S004,,10.24,8.18,2.06,1.24,46,1,10.93,93.54,4.47,88.47,Present,0
20250511,E0225,T002,M004,P004,C002,S004,,9.53,8.48,1.05,0.53,98,2,8.99,87.83,4.8,96.42,Present,1
20250418,E0243,T002,M003,P001,C002,S002,,9.19,7.73,1.46,0.19,96,2,8.07,88.51,4.09,98.94,Present,0
20250105,E0393,T005,M002,P003,C004,S002,,9.13,6.62,2.51,0.13,39,4,10.06,95.39,4.71,90.8,Present,2
20250110,E0117,T004,M003,P003,C001,S003,,10.05,7.56,2.49,1.05,101,2,9.73,95.31,4.56,96.14,Present,3
20250210,E0318,T005,M002,P005,C002,S004,,7.6,5.97,1.63,0,69,0,9.25,86.1,4.92,92.97,Present,3
20250303,E0188,T001,M005,P002,C005,S002,,8.38,6.17,2.21,0,61,1,6.09,90.36,3.57,90.62,Present,3
20250418,E0263,T006,M005,P003,C003,S001,,9.73,7.94,1.79,0.73,48,3,11.48,88.21,4,91.87,Present,2
20251030,E0465,T006,M002,P001,C004,S004,,7.86,6.36,1.5,0,38,1,11.91,95.62,4.63,95.31,Present,1
20250605,E0290,T004,M002,P002,C003,S004,,8.62,6.74,1.88,0,43,0,7.55,91.53,4.92,90.87,Present,1
20250523,E0429,T005,M002,P001,C002,S004,,9.59,8.02,1.57,0.59,61,2,6.62,89.46,4.31,95.46,Present,2
20250414,E0463,T001,M001,P004,C001,S001,,8.73,7.56,1.17,0,46,2,4.55,94.65,4.15,98.81,Present,2
20250327,E0015,T006,M004,P004,C004,S004,,8.99,6.73,2.26,0,38,1,10.36,90.8,3.97,95.13,Present,3
20251119,E0498,T001,M002,P002,C002,S003,,9.9,8.12,1.78,0.9,54,4,6.49,85.46,3.77,94.37,Present,3
20251228,E0086,T003,M004,P001,C001,S001,,8.29,5.98,2.31,0,104,0,7.45,97.82,4.83,99.63,Present,2
20250627,E0205,T004,M006,P002,C005,S001,,9.43,8.06,1.37,0.43,75,3,6.65,87.75,3.69,89.2,Present,3
20250623,E0405,T004,M003,P002,C004,S003,,9.8,7.89,1.91,0.8,61,0,10.63,89.97,3.71,96.05,WFH,3
20250611,E0447,T005,M003,P005,C004,S002,,8.69,7.52,1.17,0,84,1,11.32,95.17,4.78,88.67,Present,1
20250324,E0013,T002,M005,P001,C005,S003,,9.28,8.08,1.2,0.28,78,2,6.69,86.64,4.65,94.07,Present,2
20251203,E0186,T003,M001,P005,C004,S002,,9.54,8.29,1.25,0.54,85,0,6.12,86.22,4.17,92.11,Present,0
20250325,E0010,T004,M006,P004,C003,S003,,8.86,7.57,1.29,0,78,4,11.98,88.48,4.95,93.69,Present,2
20250601,E0222,T006,M001,P003,C003,S003,,9.22,8.23,0.99,0.22,59,2,8.81,95.58,3.97,94.33,WFH,1
20250705,E0355,T005,M006,P002,C001,S003,,10.28,7.5,2.78,1.28,43,1,10.69,99.81,4.41,89.14,Present,3
20250324,E0218,T005,M004,P002,C005,S003,,9.34,7.16,2.18,0.34,81,4,7.96,94.56,3.8,97.89,Present,2
20250319,E0243,T002,M005,P005,C005,S003,,9.66,8.39,1.27,0.66,109,5,9.32,93.67,3.74,95.92,WFH,3
20251227,E0460,T003,M003,P002,C004,S001,,8.52,6.01,2.51,0,40,1,8.81,86.08,4.62,98.18,Present,2
20250826,E0220,T005,M004,P002,C001,S002,,7.95,6.82,1.13,0,55,3,11.47,95.59,4.65,87.78,Present,0
20250228,E0181,T005,M002,P005,C002,S001,,10.09,7.94,2.15,1.09,106,1,10.52,97.08,3.7,94.81,Present,2
20251023,E0381,T003,M002,P005,C004,S002,,8.74,6.94,1.8,0,52,3,11.87,95.54,4.15,98.78,Present,3
20250821,E0169,T002,M001,P001,C003,S003,,8.75,6.41,2.34,0,83,2,5.05,88.4,3.74,93.99,Present,3
20250922,E0147,T006,M003,P004,C001,S003,,7.76,6.01,1.75,0,52,3,9.39,87.57,4.64,94.68,Present,1
20250426,E0152,T004,M003,P004,C002,S003,,9.18,7.2,1.98,0.18,100,1,9.21,93.27,3.63,88.15,Present,2
20250731,E0105,T005,M006,P005,C002,S004,,7.89,5.79,2.1,0,67,5,8.95,96.29,4.36,85.33,WFH,1
20250219,E0456,T005,M004,P003,C001,S003,,8.34,6.75,1.59,0,101,2,5.21,85.63,3.75,95.02,Present,2
20251119,E0198,T006,M003,P003,C001,S003,,10.45,9.07,1.38,1.45,98,0,8.15,87.94,3.83,95.03,Present,3
20250613,E0386,T004,M004,P004,C003,S004,,9.27,6.97,2.3,0.27,61,5,11.77,93.44,4.15,92.32,Present,3
20250928,E0217,T003,M002,P005,C002,S001,,7.92,6.57,1.35,0,96,0,4.68,97.07,4.41,85.86,Present,1
20251108,E0460,T002,M004,P003,C002,S003,,8.18,5.94,2.24,0,102,1,9.85,98.83,4.73,99.01,Present,3
20251225,E0280,T001,M002,P003,C002,S002,,9.85,7.18,2.67,0.85,48,0,8.29,97.97,4.05,86.92,Present,1
20251013,E0280,T001,M002,P001,C002,S004,,10.49,7.69,2.8,1.49,49,3,7.09,86.52,3.69,90.58,Present,1
20250522,E0043,T006,M004,P005,C005,S003,,8.82,7.91,0.91,0,99,2,4.48,92.76,3.82,90.94,Present,0
20250326,E0186,T001,M003,P002,C001,S002,,7.96,6.3,1.66,0,71,1,7.27,90.19,4.38,90.17,Present,1
20250730,E0176,T002,M004,P001,C003,S004,,10.27,7.4,2.87,1.27,90,3,11.44,87.28,4.48,95.18,Present,0
20250903,E0150,T005,M002,P003,C002,S001,L005,0,0,0,0,0,0,0,0,0,0,Leave,0
20251229,E0338,T003,M003,P004,C001,S004,,10.43,8.75,1.68,1.43,107,0,10.6,93.69,4.04,97,Present,1
20250210,E0460,T001,M002,P003,C003,S001,,8.35,6.17,2.18,0,99,3,7.7,89.9,4.19,95.9,Present,2
20251205,E0063,T004,M006,P002,C004,S004,,8.09,5.98,2.11,0,35,1,8.76,92.34,4.75,96.08,Present,3
20251107,E0091,T004,M004,P002,C005,S002,,10.07,7.19,2.88,1.07,36,5,5.34,93.42,3.84,89.51,WFH,0
20250606,E0171,T001,M003,P004,C002,S004,,10.21,8.41,1.8,1.21,58,2,10.17,88.7,4.79,90.41,WFH,0
20250318,E0087,T004,M004,P001,C001,S004,,9.93,7.15,2.78,0.93,65,1,5.97,87.21,4.83,92.5,Present,2
20250829,E0082,T002,M002,P001,C001,S002,,7.55,6.5,1.05,0,78,3,4.71,96.54,4.19,95.61,Present,1
20251211,E0088,T005,M002,P002,C002,S001,,9.8,7.47,2.33,0.8,80,2,8.92,95.99,4.4,91.78,Present,1
20250218,E0180,T003,M004,P003,C001,S003,,8.94,7.52,1.42,0,83,4,5.4,99.95,3.55,88.5,WFH,1
20250806,E0052,T006,M001,P003,C001,S003,,10.15,7.83,2.32,1.15,96,5,9.58,98.04,3.7,98.14,Present,2
20250220,E0307,T003,M004,P003,C005,S004,,10.38,7.99,2.39,1.38,46,2,6.2,98.7,4.43,87.37,WFH,0
20251019,E0457,T001,M005,P003,C002,S002,,8.08,6.92,1.16,0,78,4,7.21,93.17,4.51,99.21,Present,0
20250314,E0196,T005,M002,P004,C001,S003,,8.71,7.38,1.33,0,62,3,10.13,96.55,4.32,85.57,Present,3
20250622,E0220,T002,M001,P001,C002,S001,,8.36,6.94,1.42,0,101,2,9.17,87.94,3.88,95.56,Present,1
20250706,E0098,T002,M003,P001,C004,S003,,7.91,5.55,2.36,0,94,5,4.08,91.44,4.94,90.58,Present,1
20250502,E0044,T004,M002,P003,C003,S001,,9.33,6.56,2.77,0.33,83,5,11.43,87.15,4.04,97.82,WFH,1
20250106,E0297,T005,M005,P001,C004,S002,,8.79,7.6,1.19,0,71,2,10.27,98.64,4.47,87.79,Present,1
20250717,E0286,T001,M005,P004,C001,S003,,10.3,8.22,2.08,1.3,58,3,8.09,89.84,4,94.01,Present,0
20250910,E0290,T001,M004,P004,C001,S004,,8.48,6.26,2.22,0,51,1,4.76,85.6,3.93,85.24,WFH,0
20251014,E0192,T006,M003,P002,C005,S001,,8.28,6.62,1.66,0,46,4,6.25,85.33,4.75,88.2,Present,2
20250813,E0240,T005,M005,P002,C005,S001,L005,0,0,0,0,0,0,0,0,0,0,Leave,0
20251127,E0091,T002,M006,P005,C002,S004,,8.33,7.16,1.17,0,48,1,11.76,96.97,3.6,88.9,Present,3
20250708,E0033,T001,M004,P001,C004,S002,,8.91,7.5,1.41,0,92,1,6.91,86.25,3.81,89.17,Present,3
20250615,E0088,T001,M005,P001,C003,S001,,8.93,6.42,2.51,0,78,3,11.56,96.06,4.89,94.15,Present,1
20251030,E0393,T002,M003,P004,C005,S003,,9.04,6.39,2.65,0.04,99,1,5.43,96.49,4.38,86.01,Present,0
20250102,E0034,T001,M005,P004,C003,S004,,7.55,5.71,1.84,0,44,2,7.21,94.38,3.81,88.97,Present,2
20250728,E0205,T006,M006,P005,C003,S002,,10.39,8.5,1.89,1.39,42,4,6.57,96.49,4.63,86.09,Present,3
20250430,E0243,T003,M005,P005,C004,S002,,10.01,8.58,1.43,1.01,52,3,6.9,99.4,4.47,92.57,Present,2
20250205,E0218,T002,M001,P003,C001,S003,,7.71,6.91,0.8,0,106,1,10.33,94.18,4.08,86.27,Present,1
20250831,E0323,T002,M001,P001,C002,S004,,7.73,6.64,1.09,0,85,0,9.09,88.23,4.83,91.73,WFH,2
20250805,E0497,T005,M004,P004,C004,S004,,7.71,5.49,2.22,0,48,3,4.27,87.47,3.62,90.95,Present,0
20250810,E0370,T004,M005,P004,C004,S002,,9.49,7.99,1.5,0.49,60,4,10.91,97.05,4.4,98.97,Present,2
20250503,E0063,T004,M006,P005,C005,S001,,9.06,7.04,2.02,0.06,105,1,11.06,89.01,4.12,86.58,Present,0
20251204,E0125,T002,M002,P003,C001,S002,L001,0,0,0,0,0,0,0,0,0,0,Leave,0
20251227,E0322,T003,M003,P004,C005,S004,L008,0,0,0,0,0,0,0,0,0,0,Leave,0
20250828,E0413,T004,M006,P004,C004,S004,,9.83,8.16,1.67,0.83,73,4,8.99,87.32,4.11,90.35,Present,0
20250402,E0172,T001,M005,P002,C005,S003,,8.79,7.58,1.21,0,57,4,11.13,96.53,4.8,91.24,Present,1
20250106,E0043,T002,M005,P001,C001,S001,,8.12,6.12,2,0,66,2,9.5,92.56,4.31,92.84,Present,1
20250811,E0158,T006,M004,P005,C001,S004,,8.59,6.97,1.62,0,46,0,6.92,98.1,4.61,89.17,WFH,1
20250216,E0149,T004,M004,P002,C004,S004,,8.09,6.66,1.43,0,85,1,10.41,96.31,4.29,88.61,Present,1
20250130,E0101,T003,M005,P005,C003,S003,,10.16,7.94,2.22,1.16,48,1,11.48,98.96,3.98,88,Present,2
20250726,E0152,T006,M003,P003,C003,S001,,8.78,7.78,1,0,103,1,11.71,93.2,4.64,86.71,Present,1
20250104,E0390,T005,M001,P002,C001,S003,,9.29,7.62,1.67,0.29,68,3,11.01,88.56,4.47,98.75,Present,3
20250427,E0044,T004,M003,P004,C005,S001,,10.39,8.44,1.95,1.39,62,4,6.88,96.36,4.44,96.05,Present,1
20250125,E0193,T004,M002,P002,C003,S003,,9.18,7.16,2.02,0.18,108,3,9.65,86.26,4.8,86.08,Present,0
20251102,E0236,T005,M006,P003,C004,S002,,7.77,6.77,1,0,63,1,11.03,96.74,4.24,87.72,Present,2
20250707,E0273,T004,M005,P001,C005,S001,,9.87,7.26,2.61,0.87,66,0,9.23,94.93,4.56,99.81,Present,0
20250523,E0466,T002,M004,P001,C004,S002,,9.27,6.5,2.77,0.27,55,5,4.52,95.74,3.86,93.64,Present,2
20250823,E0006,T001,M003,P004,C001,S002,,8.18,7.24,0.94,0,39,0,8.69,85.52,4.64,97.98,Present,1
20251125,E0349,T003,M005,P001,C003,S001,,8.48,7.1,1.38,0,73,4,5.27,96.41,4.85,85.1,Present,3
20250321,E0284,T005,M003,P001,C001,S004,,8.33,6.09,2.24,0,48,2,5.18,85.89,4.49,89.21,Present,0
20250906,E0424,T004,M001,P001,C001,S001,,9.6,7.94,1.66,0.6,97,1,6.03,98.65,4.75,96.91,Present,2
20250430,E0499,T006,M006,P005,C001,S003,,8.81,6.48,2.33,0,97,0,10.32,85.57,3.53,86.64,Present,3
20250104,E0406,T005,M003,P005,C005,S004,,7.82,6.46,1.36,0,40,0,5.18,90.91,4.94,91.05,Present,1
20250330,E0492,T004,M005,P001,C004,S004,,10.28,8.76,1.52,1.28,78,2,8.67,91.68,3.9,99.92,WFH,0
20250527,E0322,T001,M002,P002,C002,S003,,10.27,8.29,1.98,1.27,80,2,7.04,95.68,4.93,93.12,Present,1
20251023,E0238,T005,M006,P005,C005,S004,,7.81,5.49,2.32,0,39,4,5.5,85.58,4.26,92.17,Present,0
20250528,E0214,T006,M002,P003,C003,S001,,9.1,7.45,1.65,0.1,69,2,7.88,88,4.38,97.81,Present,1
20250415,E0026,T001,M004,P002,C004,S001,,8.31,7.33,0.98,0,87,2,6.05,95.84,4.76,92.2,Present,1
20250910,E0457,T001,M003,P005,C002,S001,,10.26,8.85,1.41,1.26,90,3,7.77,92.5,4.76,93.65,Present,2
20250419,E0415,T006,M002,P002,C002,S004,,7.53,5.68,1.85,0,36,3,4.9,96.96,4.05,95.73,Present,3
20251124,E0314,T002,M001,P001,C002,S001,,9.81,7.56,2.25,0.81,77,4,11.81,85.15,4.28,96.99,Present,3
20250511,E0121,T003,M003,P001,C004,S004,,9.25,8.25,1,0.25,87,2,4.13,99.2,4.2,97.38,Present,3
20250519,E0386,T005,M002,P002,C003,S002,,8.33,6.64,1.69,0,77,1,11.31,85.23,4.24,91.26,Present,0
20250804,E0111,T002,M004,P004,C001,S002,L008,0,0,0,0,0,0,0,0,0,0,Leave,0
20250509,E0214,T005,M003,P005,C004,S001,,10.23,8.04,2.19,1.23,102,2,5.3,93.03,4.8,86.08,Present,1
20251006,E0401,T004,M004,P003,C003,S004,,9.74,6.84,2.9,0.74,70,0,7.04,86.85,4.13,89.87,Present,0
20250408,E0110,T004,M006,P005,C005,S003,,8.19,6.74,1.45,0,61,5,7.14,87.66,4.58,92.04,WFH,2
20250722,E0445,T001,M002,P003,C002,S001,,10.36,8.04,2.32,1.36,56,5,8.69,86.89,4.29,85.39,Present,0
20250705,E0361,T002,M004,P002,C001,S001,L007,0,0,0,0,0,0,0,0,0,0,Leave,0
20250607,E0426,T004,M004,P002,C005,S002,L008,0,0,0,0,0,0,0,0,0,0,Leave,0
20251017,E0295,T001,M004,P003,C003,S003,,10.33,9.15,1.18,1.33,69,0,11.33,90.09,3.68,86.42,Present,3
20250320,E0058,T006,M003,P002,C002,S001,,9.13,7.01,2.12,0.13,91,0,11.74,90.27,4.7,92.58,Present,3
20251106,E0471,T003,M001,P004,C005,S002,,7.93,6.17,1.76,0,98,2,5.2,94.21,4.66,96.08,Present,0
20250704,E0362,T001,M001,P005,C002,S004,,8.2,6.06,2.14,0,53,1,11.74,88.03,4.01,90.61,Present,1
20250420,E0209,T004,M006,P003,C005,S002,,10.29,8.78,1.51,1.29,109,4,5.17,99.69,4.71,92.81,Present,0
20250905,E0351,T002,M004,P003,C005,S002,,7.97,6.4,1.57,0,96,0,10.83,93.08,4.43,89.89,Present,0
20251203,E0206,T006,M006,P004,C003,S002,,8.17,7.16,1.01,0,65,1,10.72,86.61,4.11,94.2,Present,1
20250121,E0063,T001,M001,P001,C004,S004,,9.25,6.94,2.31,0.25,64,3,6.24,99.4,3.83,87.18,Present,2
20250204,E0213,T006,M004,P003,C003,S003,,10.41,7.42,2.99,1.41,108,3,11.42,97.19,4.48,98.88,Present,3
20251029,E0447,T001,M004,P001,C004,S003,,9.16,6.43,2.73,0.16,87,1,4.59,87.37,3.64,86.31,Present,0
20250506,E0443,T004,M006,P003,C001,S002,,10.44,8.91,1.53,1.44,52,0,11.58,98.1,3.97,92.83,Present,3
20250706,E0235,T003,M003,P003,C001,S001,,9.67,8.41,1.26,0.67,85,4,10.73,98.36,4.24,92.86,Present,0
20250122,E0428,T006,M004,P004,C002,S003,,8.03,6.32,1.71,0,42,1,9.83,97.92,3.79,97.76,Present,3
20250515,E0461,T003,M002,P004,C005,S004,,8.94,6.49,2.45,0,88,0,9.25,94.79,4.19,90.88,Present,0
20250613,E0336,T003,M003,P001,C005,S004,,8.92,6.86,2.06,0,90,2,11.78,95.5,4.01,95.81,Present,1
20250730,E0143,T001,M003,P004,C002,S002,,7.96,6.37,1.59,0,70,0,11.84,86.88,4.26,94.09,Present,0
20250718,E0141,T004,M005,P004,C002,S003,,10.04,8.75,1.29,1.04,62,0,9.96,91.22,4.39,85.14,Present,3
20251230,E0413,T005,M006,P004,C005,S002,,7.74,5.92,1.82,0,56,2,7.57,85.37,4.32,91.44,Present,2
20250915,E0131,T004,M003,P003,C004,S004,,10.34,7.89,2.45,1.34,53,3,8.91,90.44,4.63,87.16,Present,2
20250902,E0408,T002,M001,P002,C004,S004,,9.3,7.11,2.19,0.3,52,0,6.07,92.52,4.68,89.83,Present,0
20250301,E0360,T004,M004,P002,C004,S004,,8.67,7.15,1.52,0,40,0,5.49,92.57,4.51,89.45,Present,2
20250526,E0152,T002,M001,P003,C002,S001,,9.58,7.43,2.15,0.58,95,2,7.43,95.44,3.97,88.92,Present,2
20251028,E0323,T006,M001,P003,C001,S003,L005,0,0,0,0,0,0,0,0,0,0,Leave,0
20250802,E0240,T006,M003,P003,C001,S001,,8.78,6.15,2.63,0,64,0,8.75,96.03,3.62,96.7,Present,0
20250125,E0081,T001,M002,P003,C002,S001,,8.13,6.39,1.74,0,59,5,8.45,93.1,3.64,97.64,Present,0
20250118,E0263,T005,M006,P003,C002,S003,,9.39,6.88,2.51,0.39,77,5,6.27,96.83,4.53,98.38,Present,2
20250602,E0496,T006,M001,P002,C001,S001,,8.95,6.7,2.25,0,108,4,6.57,98.49,3.77,86.92,Present,2
20251021,E0021,T006,M003,P005,C001,S004,,8.37,6.24,2.13,0,75,2,7.91,99.36,4.08,91.49,Present,3
20250307,E0432,T005,M001,P004,C003,S002,,9.05,7.62,1.43,0.05,46,4,4.63,85.98,4.71,93.92,Present,1
20250416,E0044,T006,M002,P003,C003,S004,,7.84,6.46,1.38,0,71,0,10.46,89.07,4.4,99.69,Present,3
20250928,E0279,T004,M002,P003,C001,S003,,9.78,8.24,1.54,0.78,80,1,10.44,94.58,4.95,87.65,Present,1
20251222,E0179,T001,M005,P001,C004,S001,,9.58,8.43,1.15,0.58,51,1,11.14,94.59,3.6,87.22,Present,1
20250909,E0192,T006,M001,P001,C004,S003,,9.87,7.7,2.17,0.87,52,4,7.79,92.51,3.95,89.72,Present,2
20250824,E0500,T005,M003,P002,C002,S001,,8.81,7.32,1.49,0,83,5,7.25,90.32,4.09,96.9,Present,2
20250619,E0078,T005,M002,P001,C004,S002,,9.81,8.64,1.17,0.81,65,1,4.4,98.99,4.1,93.13,Present,3
20250618,E0031,T001,M006,P005,C001,S002,,10.41,8.15,2.26,1.41,37,0,5.01,96.44,3.73,97.2,Present,2
20250311,E0241,T002,M001,P001,C003,S003,,10.21,8.69,1.52,1.21,37,1,9.62,94.42,4.59,92.08,Present,3
20251016,E0270,T002,M006,P005,C005,S002,,9.46,7.45,2.01,0.46,106,5,11.98,96.56,4.76,90.41,Present,0
20251012,E0499,T002,M002,P001,C004,S004,,10.36,7.33,3.03,1.36,47,0,9.14,93.88,3.63,94.85,Present,0
20250111,E0260,T003,M004,P002,C004,S001,,9.12,7.66,1.46,0.12,97,4,11.62,86.39,4.05,93.03,Present,2
20250729,E0195,T006,M006,P004,C005,S004,,8.97,7.18,1.79,0,49,4,8.38,98.77,4.56,99.81,Present,1
20251101,E0324,T006,M005,P004,C002,S002,,10.49,9.41,1.08,1.49,68,2,7.08,90.77,4.44,96.61,Present,0
20250430,E0098,T006,M005,P002,C003,S004,,10.29,7.43,2.86,1.29,44,5,10.74,89.92,4.55,96.59,Present,1
20250201,E0034,T003,M004,P004,C002,S001,,7.64,6.47,1.17,0,51,5,10.19,90.82,3.73,97.56,Present,1
20250721,E0327,T005,M006,P002,C002,S002,,10.35,8.29,2.06,1.35,73,1,11.34,92.99,3.56,94.46,Present,3
20251211,E0330,T006,M002,P002,C003,S004,,10.33,9.17,1.16,1.33,86,2,10.02,95.98,3.89,92.37,Present,1
20250707,E0069,T004,M001,P002,C004,S001,,9.91,7.83,2.08,0.91,60,0,10.29,85.48,4.8,98.22,Present,1
20250607,E0496,T001,M001,P004,C004,S002,,8.94,6.44,2.5,0,70,3,7.08,92.26,4.23,85.95,WFH,3
20250107,E0376,T003,M004,P002,C001,S002,,9.37,8.03,1.34,0.37,40,2,5.32,89.75,4.77,97.5,Present,3
20250403,E0444,T005,M006,P003,C002,S004,,7.53,6.77,0.76,0,78,4,10.59,92.68,3.71,87.31,Present,3
20250821,E0435,T002,M005,P004,C005,S001,,10.43,8.93,1.5,1.43,51,1,6.73,92.3,3.51,85.47,Present,0
20250104,E0487,T003,M003,P002,C005,S004,,10.24,7.36,2.88,1.24,40,1,6.97,96.37,3.61,94.45,Present,0
20251223,E0133,T002,M004,P004,C002,S003,,7.62,6.66,0.96,0,52,4,4.25,86.88,3.57,98.65,Present,2
20250419,E0271,T006,M004,P003,C004,S001,,9.05,6.76,2.29,0.05,89,1,5.19,90.14,3.72,90.55,Present,0
20250419,E0058,T005,M001,P002,C004,S004,,9.73,6.9,2.83,0.73,86,4,10.19,92.14,3.56,94.41,Present,0
20250702,E0435,T004,M006,P004,C001,S002,,8.64,6.48,2.16,0,74,2,9.46,98.5,4.26,92.44,Present,3
20250826,E0346,T005,M005,P004,C001,S004,,7.84,5.58,2.26,0,82,1,10.85,85.45,3.94,95.87,Present,3
20250513,E0484,T005,M004,P005,C001,S003,,10.11,7.21,2.9,1.11,59,5,5.82,85.5,3.86,90.1,Present,1
20250415,E0206,T005,M001,P005,C005,S002,,7.99,6.21,1.78,0,50,0,6.99,90.75,4.49,90.03,Present,1
20251212,E0259,T003,M006,P005,C004,S003,,9.08,6.62,2.46,0.08,59,2,8.14,85.97,4.34,89.52,Present,3
20251203,E0074,T001,M005,P005,C002,S001,,8.78,6.35,2.43,0,57,4,7.68,96.82,4.26,94.97,Present,3
20250525,E0284,T002,M001,P002,C003,S002,,9.35,8.34,1.01,0.35,93,5,4.51,95.53,4.95,85.26,Present,2
20250215,E0032,T001,M005,P002,C001,S001,,7.52,6.2,1.32,0,77,1,9.13,86.95,3.78,91.94,Present,2
20250822,E0125,T005,M005,P003,C001,S001,,8.34,6.51,1.83,0,92,5,8.73,90.69,4.93,92.14,Present,0
20250625,E0250,T001,M006,P002,C003,S001,,8.53,6.36,2.17,0,105,3,4.57,99.14,4.26,95.78,Present,2
20250312,E0234,T003,M005,P005,C005,S002,,8.21,7.3,0.91,0,83,1,8.73,91.89,3.59,91.39,Present,3
20250927,E0204,T005,M004,P004,C005,S001,,10.4,8.31,2.09,1.4,79,0,10.92,94.03,4.84,92.81,Present,1
20250903,E0175,T006,M002,P002,C001,S004,,7.84,6.16,1.68,0,94,0,4.04,88.7,4.51,91.22,Present,2
20250628,E0259,T006,M005,P002,C002,S001,,8.17,6.57,1.6,0,104,4,9.88,85.45,3.75,93.26,Present,1
20250317,E0018,T004,M005,P003,C005,S004,,9.03,7.17,1.86,0.03,80,4,6.51,94.3,4.67,99.03,Present,0
20251213,E0160,T004,M003,P002,C002,S004,,9.05,8.09,0.96,0.05,53,2,6.39,85.66,4.2,87.27,Present,3
20251110,E0181,T004,M005,P001,C001,S002,,8.11,6.51,1.6,0,69,1,9.34,98.61,4.25,85.87,Present,0
20250823,E0354,T006,M005,P001,C001,S004,,9.56,7.5,2.06,0.56,39,4,4.9,93.57,4.33,99.05,Present,3
20250927,E0296,T004,M005,P002,C005,S003,,9.88,8.8,1.08,0.88,73,1,11.2,97.51,3.77,99.25,Present,1
20250524,E0225,T003,M005,P004,C003,S003,,8.18,6.15,2.03,0,54,4,10.69,92.26,3.96,87.55,Present,3
20251229,E0192,T002,M004,P005,C002,S003,,9,6.51,2.49,0,96,1,5.38,98.57,3.51,98.95,Present,1
20250520,E0433,T003,M001,P003,C002,S001,,7.65,6.86,0.79,0,57,1,10.89,89.67,4.96,91.04,Present,1
20250803,E0157,T004,M001,P005,C001,S002,,10.37,7.66,2.71,1.37,109,4,9.91,89.15,4.26,97.57,Present,2
20251130,E0103,T003,M005,P001,C005,S004,L002,0,0,0,0,0,0,0,0,0,0,Leave,0
20251122,E0210,T003,M001,P003,C001,S003,,9.94,7.42,2.52,0.94,35,1,11.02,85.2,4.08,97.25,Present,3
20251019,E0322,T002,M005,P002,C001,S001,,9.99,8.66,1.33,0.99,41,0,11.68,89.79,4.46,98.04,WFH,0
20251121,E0462,T003,M005,P003,C004,S003,,8.35,7.1,1.25,0,38,4,6.03,89.27,3.78,96.78,Present,2
20251013,E0444,T006,M003,P002,C004,S001,,10.1,7.81,2.29,1.1,47,0,7.33,92.02,3.66,87.93,Present,3
20250920,E0018,T005,M002,P004,C003,S002,,7.83,6.28,1.55,0,60,2,11.04,99.5,4.11,88.71,Present,1
20251016,E0040,T002,M004,P002,C003,S003,,8.72,7.35,1.37,0,43,5,7.07,93.89,3.95,88.81,Present,0
20250208,E0014,T001,M006,P003,C004,S003,,9.66,7.77,1.89,0.66,37,4,6.8,96.64,4.99,93.18,WFH,1
20250415,E0200,T006,M001,P005,C003,S004,,8.11,5.99,2.12,0,44,3,11.21,92.98,3.75,87.8,Present,1
20250418,E0169,T006,M001,P001,C004,S001,,7.51,6.61,0.9,0,71,2,9.84,91.22,4.76,91.25,Present,2
20250614,E0440,T004,M004,P004,C002,S003,,8.14,6.05,2.09,0,68,1,10.02,92.67,4.16,89.51,Present,1
20250309,E0441,T002,M006,P005,C004,S001,,8.69,6.09,2.6,0,36,5,4.96,89.29,3.9,87.79,Present,2
20250913,E0395,T005,M006,P002,C004,S004,,7.75,6.22,1.53,0,90,5,10.97,87.09,4.21,93.2,Present,3
20250920,E0495,T004,M005,P004,C001,S004,,9.09,6.63,2.46,0.09,72,3,11.37,85.66,4.81,92.6,Present,3
20250420,E0115,T006,M006,P004,C002,S001,,7.59,6.71,0.88,0,90,3,10.65,87.4,3.89,98.47,Present,0
20251112,E0486,T005,M005,P004,C003,S003,,7.92,6.69,1.23,0,103,0,11.43,86.87,3.73,96.82,Present,1
20250309,E0131,T002,M001,P003,C001,S001,,9.89,8.02,1.87,0.89,54,3,5.15,85.84,3.72,99.46,Present,3
20250608,E0157,T006,M004,P001,C003,S001,,9.13,8.15,0.98,0.13,50,0,10.26,98.26,3.65,90.08,WFH,3
